"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.294162671E1,-4.846801758E-1,1.264815426E1,-5.010185242E1,5.167597446E1
1.295167071E1,-3.985595703E-1,1.267766190E1,-5.006513977E1,5.164687968E1
1.296171471E1,-4.389343262E-1,1.265914154E1,-5.000556946E1,5.158491548E1
1.297175871E1,-5.675354004E-1,1.269061375E1,-4.996334839E1,5.155298203E1
1.298180271E1,-5.711975098E-1,1.265194416E1,-5.011213684E1,5.168775693E1
1.299184671E1,-5.013427734E-1,1.253079605E1,-5.002835083E1,5.157623562E1
1.300189071E1,-3.983154297E-1,1.247048950E1,-5.008903503E1,5.161960087E1
1.301193471E1,-4.282226562E-1,1.258624935E1,-5.019096375E1,5.174678627E1
1.302197871E1,-4.694213867E-1,1.256612206E1,-5.022148132E1,5.177185496E1
1.303202271E1,-4.828796387E-1,1.257951832E1,-5.009248352E1,5.165011480E1
1.304206671E1,-5.285644531E-1,1.262793446E1,-5.005928040E1,5.163018170E1
1.305211071E1,-4.126892090E-1,1.261532974E1,-4.991128540E1,5.148255304E1
1.306215471E1,-3.706665039E-1,1.254692364E1,-5.005990601E1,5.160965874E1
1.307219871E1,-5.044860840E-1,1.254230022E1,-5.004899597E1,5.159908719E1
1.308224271E1,-4.326782227E-1,1.253381252E1,-5.008850098E1,5.163469373E1
1.309228671E1,-5.545654297E-1,1.262575436E1,-5.017224121E1,5.173945307E1
1.310233071E1,-5.048217773E-1,1.257120895E1,-5.006675720E1,5.162335049E1
1.311237471E1,-5.455932617E-1,1.255788994E1,-4.992747498E1,5.148544483E1
1.312241871E1,-5.455932617E-1,1.255788994E1,-4.992747498E1,5.148544483E1
1.313246271E1,-5.385742188E-1,1.268087769E1,-5.001785278E1,5.160310376E1
1.314250671E1,-5.269470215E-1,1.270086098E1,-4.998573303E1,5.157676851E1
1.315255071E1,-5.980834961E-1,1.260104561E1,-5.002226257E1,5.158847553E1
1.316259471E1,-4.340209961E-1,1.269091129E1,-4.989497375E1,5.148549320E1
1.317263871E1,-4.170227051E-1,1.259716511E1,-5.003572083E1,5.159879684E1
1.318268271E1,-4.862060547E-1,1.265439606E1,-5.017048645E1,5.174406098E1
1.319272671E1,-4.514160156E-1,1.273439026E1,-5.010284424E1,5.169780916E1
1.320277071E1,-3.815612793E-1,1.267917347E1,-5.014479065E1,5.172433719E1
1.321281471E1,-4.055786133E-1,1.272377968E1,-5.019383240E1,5.178300758E1
1.322285871E1,-5.040588379E-1,1.268809509E1,-5.015269470E1,5.173523575E1
1.323290271E1,-4.109191895E-1,1.270008755E1,-5.013893127E1,5.172401287E1
1.324294671E1,-4.931335449E-1,1.266912651E1,-5.002230835E1,5.160408201E1
1.325299071E1,-3.274230957E-1,1.262633324E1,-5.005830383E1,5.162717578E1
1.326303471E1,-2.664489746E-1,1.272853184E1,-5.011642456E1,5.170824430E1
1.327307871E1,-4.143066406E-1,1.263497734E1,-5.006520081E1,5.163660169E1
1.328312271E1,-4.300537109E-1,1.263411236E1,-5.016238403E1,5.173075017E1
1.329316671E1,-4.259643555E-1,1.258649063E1,-5.028633118E1,5.183933155E1
1.330321071E1,-4.954833984E-1,1.261905670E1,-4.999122620E1,5.156169889E1
1.331325471E1,-5.212707520E-1,1.267120361E1,-5.006158447E1,5.164294109E1
1.332329771E1,-4.971618652E-1,1.266769505E1,-5.017178345E1,5.174867652E1
1.333334271E1,-4.415283203E-1,1.268590927E1,-5.000698853E1,5.159288849E1
1.334338571E1,-4.887390137E-1,1.258560085E1,-4.974876404E1,5.131837622E1
1.335342971E1,-4.567871094E-1,1.260430717E1,-4.991639709E1,5.148518149E1
1.336347371E1,-3.798828125E-1,1.262054729E1,-4.993438721E1,5.150597587E1
1.337351771E1,-3.870239258E-1,1.249473476E1,-4.988851929E1,5.143085203E1
1.338356171E1,-4.384460449E-1,1.258191776E1,-4.973168945E1,5.130046613E1
1.339360571E1,-3.244323730E-1,1.270033360E1,-4.978373718E1,5.137921971E1
1.340364971E1,-4.327697754E-1,1.264702225E1,-4.981524658E1,5.139740512E1
1.341369371E1,-4.220275879E-1,1.275884533E1,-4.988192749E1,5.148954196E1
1.342373771E1,-3.774414062E-1,1.264560890E1,-5.006398010E1,5.163773804E1
1.343378171E1,-4.900207520E-1,1.259810925E1,-5.016033936E1,5.172051934E1
1.344382571E1,-4.417419434E-1,1.257056332E1,-5.020439148E1,5.175611193E1
1.345386983E1,-5.238342285E-1,1.256111908E1,-5.007705688E1,5.163107341E1
1.346391383E1,-4.960937500E-1,1.271159363E1,-5.028213501E1,5.186640360E1
1.347395783E1,-5.281677246E-1,1.285972595E1,-5.032550049E1,5.194523570E1
1.348400183E1,-4.404907227E-1,1.284147739E1,-5.013677979E1,5.175706967E1
1.349404583E1,-5.323486328E-1,1.272407818E1,-5.016534424E1,5.175661623E1
1.350408983E1,-4.601135254E-1,1.253318024E1,-4.993714905E1,5.148797108E1
1.351413383E1,-4.870910645E-1,1.265195465E1,-5.003268433E1,5.160987033E1
1.352417783E1,-4.863586426E-1,1.258013535E1,-5.018257141E1,5.173767315E1
1.353422183E1,-3.759765625E-1,1.266982651E1,-5.027799988E1,5.185116328E1
1.354426583E1,-3.886718750E-1,1.246371651E1,-5.026091003E1,5.178469245E1
1.355430983E1,-4.746704102E-1,1.242331791E1,-5.016543579E1,5.168302514E1
1.356435383E1,-6.033630371E-1,1.240120983E1,-5.012741089E1,5.164214727E1
1.357439783E1,-5.419921875E-1,1.244361401E1,-5.018232727E1,5.170496355E1
1.358444183E1,-5.128173828E-1,1.254386139E1,-5.021054077E1,5.175625416E1
1.359448583E1,-4.617614746E-1,1.247375584E1,-5.013845825E1,5.166887655E1
1.360452983E1,-5.174865723E-1,1.250254345E1,-5.004747009E1,5.158808630E1
1.361457383E1,-5.354614258E-1,1.254791641E1,-5.012258911E1,5.167214786E1
1.362461783E1,-4.915466309E-1,1.255270863E1,-5.020722961E1,5.175498061E1
1.363466183E1,-4.604492188E-1,1.244367886E1,-5.017481995E1,5.169690236E1
1.364470583E1,-4.703674316E-1,1.247804546E1,-5.001164246E1,5.154694215E1
1.365474983E1,-5.543212891E-1,1.261710453E1,-4.999113464E1,5.156173137E1
1.366479383E1,-5.136413574E-1,1.258571720E1,-5.009873962E1,5.165798890E1
1.367483783E1,-5.754394531E-1,1.262203121E1,-4.999079895E1,5.156284304E1
1.368488083E1,-4.092712402E-1,1.258063602E1,-4.995988464E1,5.152116050E1
1.369492483E1,-4.951782227E-1,1.257539272E1,-5.017498779E1,5.172924805E1
1.370496883E1,-4.694824219E-1,1.259336376E1,-4.999739075E1,5.156115113E1
1.371501283E1,-5.040283203E-1,1.262512493E1,-5.002536011E1,5.159636109E1
1.372505683E1,-5.555725098E-1,1.262020206E1,-5.000398254E1,5.157495934E1
1.373510083E1,-6.754760742E-1,1.253842735E1,-4.992076111E1,5.147573038E1
1.374514483E1,-5.880737305E-1,1.256411171E1,-4.998532104E1,5.154352582E1
1.375518883E1,-5.803527832E-1,1.250171185E1,-5.006927490E1,5.160970740E1
1.376523283E1,-6.595153809E-1,1.258495808E1,-5.019136047E1,5.174928788E1
1.377527683E1,-5.865783691E-1,1.254367828E1,-5.007328796E1,5.162385211E1
1.378532083E1,-6.039428711E-1,1.254329395E1,-5.005511475E1,5.160633181E1
1.379536483E1,-4.921264648E-1,1.257779503E1,-5.009594727E1,5.165314171E1
1.380540883E1,-4.849548340E-1,1.262932396E1,-4.976603699E1,5.134582205E1
1.381545283E1,-5.142822266E-1,1.259738922E1,-4.987962341E1,5.144837736E1
1.382549683E1,-6.091918945E-1,1.276467037E1,-4.977621460E1,5.139046083E1
1.383554083E1,-5.301513672E-1,1.265869141E1,-4.995417786E1,5.153584591E1
1.384558483E1,-6.495056152E-1,1.264193439E1,-4.992289734E1,5.150277703E1
1.385562883E1,-6.260681152E-1,1.265708637E1,-4.987092590E1,5.145583589E1
1.386567283E1,-6.976928711E-1,1.259369755E1,-4.979133606E1,5.136404521E1
1.387571683E1,-5.967712402E-1,1.257340813E1,-4.979447937E1,5.136084991E1
1.388576083E1,-7.310791016E-1,1.260419083E1,-4.988504028E1,5.145791822E1
1.389580483E1,-6.539306641E-1,1.254038239E1,-4.990043640E1,5.145621798E1
1.390584883E1,-5.715942383E-1,1.246378899E1,-5.006321716E1,5.159455852E1
1.391589283E1,-5.296936035E-1,1.251496315E1,-5.005657959E1,5.160005851E1
1.392593683E1,-6.501159668E-1,1.248539448E1,-5.012213135E1,5.165787236E1
1.393598083E1,-5.889282227E-1,1.249333096E1,-5.013220215E1,5.166882858E1
1.394602483E1,-5.749816895E-1,1.256884670E1,-5.026719666E1,5.181792712E1
1.395606783E1,-5.510864258E-1,1.265966702E1,-5.019514465E1,5.176990836E1
1.396611183E1,-5.047912598E-1,1.258556843E1,-5.008335876E1,5.164294891E1
1.397615583E1,-5.047912598E-1,1.258556843E1,-5.008335876E1,5.164294891E1
1.398619983E1,-5.308227539E-1,1.256953335E1,-5.001443481E1,5.157246001E1
1.399624383E1,-4.118347168E-1,1.264615154E1,-5.010519409E1,5.167809238E1
1.400628783E1,-4.711608887E-1,1.255596066E1,-5.005650330E1,5.160937573E1
1.401633183E1,-4.866027832E-1,1.267943668E1,-5.020349121E1,5.178219218E1
1.402637583E1,-4.909362793E-1,1.257393742E1,-5.022273254E1,5.177516571E1
1.403641983E1,-6.160583496E-1,1.261882782E1,-5.037066650E1,5.193090012E1
1.404646383E1,-4.969177246E-1,1.259110546E1,-5.035842896E1,5.191102225E1
1.405650783E1,-5.764770508E-1,1.258510399E1,-5.011810303E1,5.167728146E1
1.406655183E1,-6.412658691E-1,1.258235836E1,-5.005224609E1,5.161350892E1
1.407659583E1,-5.863342285E-1,1.254046726E1,-5.018405151E1,5.173051453E1
1.408663983E1,-5.410461426E-1,1.250768471E1,-5.031385803E1,5.184803967E1
1.409668383E1,-6.322631836E-1,1.263908291E1,-5.016764832E1,5.173914486E1
1.410672783E1,-5.869445801E-1,1.259173965E1,-5.008334351E1,5.164530674E1
1.411677183E1,-6.440124512E-1,1.253961182E1,-5.011842346E1,5.166732998E1
1.412681583E1,-4.986267090E-1,1.250643635E1,-5.013186646E1,5.167072298E1
1.413685983E1,-6.376953125E-1,1.248371029E1,-4.998933411E1,5.152846982E1
1.414690383E1,-5.816345215E-1,1.252574158E1,-5.006355286E1,5.160999734E1
1.415694783E1,-5.608215332E-1,1.253739834E1,-5.010569763E1,5.165347823E1
1.416699183E1,-5.572204590E-1,1.242451572E1,-5.008343506E1,5.160454973E1
1.417703583E1,-5.640258789E-1,1.233515549E1,-5.017611694E1,5.167317387E1
1.418707983E1,-5.088195801E-1,1.248113632E1,-5.007388306E1,5.160844336E1
1.419712283E1,-5.217895508E-1,1.259248066E1,-5.008499146E1,5.164638615E1
1.420716683E1,-5.579528809E-1,1.251105022E1,-5.016256714E1,5.170223236E1
1.421721083E1,-6.564941406E-1,1.251604748E1,-5.024322510E1,5.178285524E1
1.422725483E1,-4.179382324E-1,1.228085518E1,-5.011291504E1,5.159746438E1
1.423729883E1,-5.253906250E-1,1.240513229E1,-5.010722351E1,5.162264223E1
1.424734283E1,-6.003112793E-1,1.244785976E1,-5.018818665E1,5.171231638E1
1.425738683E1,-5.594787598E-1,1.251797390E1,-5.009529114E1,5.163865685E1
1.426743083E1,-4.311218262E-1,1.255500126E1,-5.016430664E1,5.171335982E1
1.427747483E1,-3.847045898E-1,1.248572254E1,-5.020791626E1,5.173853612E1
1.428751883E1,-4.813232422E-1,1.253595448E1,-5.029748535E1,5.183839175E1
1.429756283E1,-5.069274902E-1,1.253880024E1,-5.012867737E1,5.167555304E1
1.430760683E1,-3.779907227E-1,1.254932499E1,-5.013429260E1,5.168245088E1
1.431765083E1,-4.220581055E-1,1.262533760E1,-5.008149719E1,5.165010788E1
1.432769483E1,-4.648742676E-1,1.264811802E1,-5.000692749E1,5.158375514E1
1.433773883E1,-5.027770996E-1,1.251702690E1,-5.004795837E1,5.159192655E1
1.434778283E1,-4.921264648E-1,1.256128216E1,-5.007708740E1,5.163083072E1
1.435782683E1,-5.282592773E-1,1.251066303E1,-5.026274109E1,5.179902402E1
1.436787083E1,-5.384216309E-1,1.239282703E1,-5.011920166E1,5.163144812E1
1.437791483E1,-5.348510742E-1,1.250033569E1,-5.000926208E1,5.155066200E1
1.438795883E1,-5.816040039E-1,1.247077560E1,-5.021447754E1,5.174313734E1
1.439800283E1,-4.784851074E-1,1.253569603E1,-5.020425415E1,5.174784786E1
1.440804683E1,-6.017150879E-1,1.260499763E1,-5.004234314E1,5.160895400E1
1.441809083E1,-5.379638672E-1,1.267989063E1,-4.997401428E1,5.156036399E1
1.442813383E1,-6.542358398E-1,1.255774784E1,-4.996484375E1,5.152291399E1
1.443817783E1,-6.812438965E-1,1.248846912E1,-5.001284790E1,5.155299128E1
1.444822146E1,-5.689086914E-1,1.261079025E1,-4.984835815E1,5.142192624E1
1.445826546E1,-5.166625977E-1,1.268242359E1,-4.983027649E1,5.142146695E1
1.446830946E1,-6.205749512E-1,1.259191608E1,-4.992951965E1,5.149658626E1
1.447835346E1,-6.631469727E-1,1.249269199E1,-4.990733337E1,5.145142410E1
1.448839746E1,-6.746826172E-1,1.265267563E1,-4.987118530E1,5.145561700E1
1.449844146E1,-6.856994629E-1,1.263192749E1,-5.010331726E1,5.167570199E1
1.450848546E1,-5.899963379E-1,1.254808140E1,-4.971817017E1,5.128058977E1
1.451852946E1,-5.060729980E-1,1.255177021E1,-4.994689941E1,5.150238641E1
1.452857346E1,-5.251464844E-1,1.262045574E1,-4.989909363E1,5.147301455E1
1.453861746E1,-5.012512207E-1,1.257115746E1,-4.996379089E1,5.152344760E1
1.454866146E1,-4.920043945E-1,1.253374386E1,-4.989619446E1,5.144868341E1
1.455870546E1,-5.716247559E-1,1.262014961E1,-4.996368408E1,5.153605202E1
1.456874946E1,-5.495605469E-1,1.250825977E1,-4.976586914E1,5.131666699E1
1.457879346E1,-4.186706543E-1,1.255958366E1,-4.981298828E1,5.137365306E1
1.458883746E1,-3.821716309E-1,1.255945396E1,-4.992799377E1,5.148485701E1
1.459888146E1,-5.085449219E-1,1.245935059E1,-4.994851685E1,5.148153426E1
1.460892546E1,-5.452575684E-1,1.252235031E1,-4.991123962E1,5.146103773E1
1.461896946E1,-6.015930176E-1,1.250606918E1,-4.989895630E1,5.144579206E1
1.462901246E1,-5.195007324E-1,1.253515530E1,-4.990376282E1,5.145663750E1
1.463905646E1,-4.592590332E-1,1.254814911E1,-4.998370361E1,5.153675962E1
1.464910046E1,-5.654907227E-1,1.253029919E1,-5.002885437E1,5.157726677E1
1.465914446E1,-5.415344238E-1,1.244321728E1,-5.006814575E1,5.159405135E1
1.466918846E1,-4.928588867E-1,1.250173283E1,-5.005912781E1,5.159895842E1
1.467923246E1,-5.288391113E-1,1.250063801E1,-4.993130493E1,5.147505059E1
1.468927646E1,-4.873352051E-1,1.260142994E1,-4.988929749E1,5.145848361E1
1.469932046E1,-5.536499023E-1,1.262725639E1,-4.985011292E1,5.142750130E1
1.470936446E1,-5.221557617E-1,1.252522850E1,-4.973782349E1,5.129332394E1
1.471940846E1,-6.379699707E-1,1.257148933E1,-4.996475220E1,5.152597221E1
1.472945246E1,-6.234436035E-1,1.250756645E1,-5.019244385E1,5.173112525E1
1.473949646E1,-5.722656250E-1,1.254312420E1,-5.001142883E1,5.156355754E1
1.474954046E1,-5.190124512E-1,1.247854614E1,-4.976359558E1,5.130690921E1
1.475958446E1,-5.136718750E-1,1.248708534E1,-5.006880188E1,5.160500054E1
1.476962846E1,-4.731750488E-1,1.244628811E1,-5.015734863E1,5.168068889E1
1.477967246E1,-4.467468262E-1,1.242349911E1,-5.003242493E1,5.155372399E1
1.478971646E1,-4.015197754E-1,1.246400642E1,-5.004858398E1,5.157880798E1
1.479976046E1,-5.060424805E-1,1.246232700E1,-4.996432495E1,5.149756733E1
1.480980346E1,-4.243164062E-1,1.251459503E1,-5.002787781E1,5.157115173E1
1.481984746E1,-3.713378906E-1,1.250425529E1,-4.991923523E1,5.146284425E1
1.482989146E1,-4.441528320E-1,1.258962250E1,-4.988195801E1,5.144808647E1
1.483993546E1,-4.441528320E-1,1.258962250E1,-4.988195801E1,5.144808647E1
1.484997946E1,-5.668334961E-1,1.268254757E1,-4.987594604E1,5.146628320E1
1.486002346E1,-4.674377441E-1,1.252473259E1,-4.995808411E1,5.150628692E1
1.487006746E1,-5.300903320E-1,1.254263878E1,-4.989505005E1,5.145011956E1
1.488011146E1,-5.161132812E-1,1.248804665E1,-5.000410461E1,5.154248888E1
1.489015546E1,-5.131225586E-1,1.252823544E1,-5.008503723E1,5.163071695E1
1.490019946E1,-5.449218750E-1,1.257143879E1,-4.989735413E1,5.145953713E1
1.491024346E1,-5.744934082E-1,1.260324192E1,-4.994430542E1,5.151315748E1
1.492028746E1,-5.308227539E-1,1.260566711E1,-5.001930237E1,5.158599835E1
1.493033146E1,-5.849914551E-1,1.258823681E1,-5.013343811E1,5.169301247E1
1.494037546E1,-5.810546875E-1,1.248386383E1,-5.002006531E1,5.155765136E1
1.495041946E1,-6.261901855E-1,1.245631981E1,-5.004627991E1,5.157695367E1
1.496046346E1,-5.286865234E-1,1.253395271E1,-5.004331970E1,5.159179515E1
1.497050746E1,-5.558471680E-1,1.248455906E1,-5.010212708E1,5.163716025E1
1.498055146E1,-5.678710938E-1,1.248267269E1,-5.018348694E1,5.171578054E1
1.499059446E1,-5.150451660E-1,1.250386906E1,-5.012217712E1,5.166086190E1
1.500063846E1,-5.243835449E-1,1.259075737E1,-5.016293335E1,5.172158187E1
1.501068246E1,-5.533752441E-1,1.268100357E1,-5.001535034E1,5.160086574E1
1.502072646E1,-5.060119629E-1,1.256227016E1,-4.991410828E1,5.147314722E1
1.503077046E1,-4.350891113E-1,1.256143284E1,-4.996675110E1,5.152334532E1
1.504081446E1,-4.797058105E-1,1.244382572E1,-4.994529724E1,5.147437841E1
1.505085846E1,-5.284423828E-1,1.249489784E1,-4.988909912E1,5.143271269E1
1.506090246E1,-5.350036621E-1,1.262282944E1,-4.999095154E1,5.156275097E1
1.507094646E1,-5.835266113E-1,1.269640827E1,-4.996514893E1,5.155633223E1
1.508099046E1,-6.015014648E-1,1.266029167E1,-4.999853516E1,5.158001849E1
1.509103446E1,-6.210327148E-1,1.264279747E1,-5.008168030E1,5.165656503E1
1.510107846E1,-6.647033691E-1,1.253026295E1,-5.014239502E1,5.168857803E1
1.511112246E1,-4.934997559E-1,1.257653522E1,-4.992552185E1,5.148757629E1
1.512116646E1,-4.927978516E-1,1.270738983E1,-4.992242432E1,5.151668716E1
1.513121046E1,-6.004028320E-1,1.265597248E1,-4.990234375E1,5.148570709E1
1.514125446E1,-6.673583984E-1,1.264645863E1,-4.999008179E1,5.156924045E1
1.515129846E1,-7.045288086E-1,1.263231087E1,-5.000923157E1,5.158483189E1
1.516134146E1,-5.956115723E-1,1.274693012E1,-4.998298645E1,5.158621827E1
1.517138546E1,-6.759643555E-1,1.263866997E1,-5.001910400E1,5.159557802E1
1.518142946E1,-7.484130859E-1,1.256435776E1,-4.997581482E1,5.153644608E1
1.519147346E1,-6.757812500E-1,1.259704590E1,-5.010447693E1,5.166818029E1
1.520151746E1,-5.906066895E-1,1.257560921E1,-5.004129028E1,5.160063465E1
1.521156146E1,-6.078491211E-1,1.268085194E1,-5.012884521E1,5.171145530E1
1.522160546E1,-7.523803711E-1,1.266161728E1,-5.005235291E1,5.163449099E1
1.523164946E1,-5.831604004E-1,1.273991203E1,-5.015701294E1,5.175298428E1
1.524169346E1,-5.874023438E-1,1.273721981E1,-5.015754700E1,5.175288717E1
1.525173746E1,-5.710144043E-1,1.268031311E1,-5.029861450E1,5.187549536E1
1.526178146E1,-7.043762207E-1,1.266924667E1,-5.003062439E1,5.161462326E1
1.527182546E1,-7.424621582E-1,1.259616947E1,-5.031851196E1,5.187646269E1
1.528186946E1,-5.708923340E-1,1.252116203E1,-5.022380066E1,5.176423060E1
1.529191346E1,-5.727844238E-1,1.265002918E1,-5.010705566E1,5.168237947E1
1.530195746E1,-6.223754883E-1,1.267926121E1,-5.002319336E1,5.160882570E1
1.531200046E1,-6.278991699E-1,1.265812969E1,-5.027911377E1,5.185182529E1
1.532204446E1,-6.957397461E-1,1.268282223E1,-5.002343750E1,5.161087417E1
1.533208846E1,-5.514221191E-1,1.272988987E1,-5.005207825E1,5.164847238E1
1.534213246E1,-6.978759766E-1,1.274586201E1,-5.015979004E1,5.175856032E1
1.535217646E1,-6.735839844E-1,1.267806721E1,-5.028698730E1,5.186490331E1
1.536222046E1,-6.446533203E-1,1.266526794E1,-5.020132446E1,5.177835038E1
1.537226446E1,-6.424560547E-1,1.261134529E1,-5.011483765E1,5.168128996E1
1.538230846E1,-7.819519043E-1,1.276798058E1,-5.019551086E1,5.179982710E1
1.539235246E1,-7.423095703E-1,1.265943050E1,-5.009822083E1,5.167827333E1
1.540239646E1,-7.415466309E-1,1.271277523E1,-5.007440186E1,5.166827137E1
1.541244046E1,-8.050537109E-1,1.278204632E1,-5.035356140E1,5.195680865E1
1.542248446E1,-6.814880371E-1,1.274585438E1,-5.015026855E1,5.174911271E1
1.543252846E1,-7.480468750E-1,1.273150635E1,-5.002433777E1,5.162446317E1
1.544257246E1,-6.193237305E-1,1.259932327E1,-5.015318298E1,5.171526150E1
1.545261658E1,-5.854797363E-1,1.264438057E1,-5.021745300E1,5.178818140E1
1.546265958E1,-6.335449219E-1,1.277141857E1,-5.018678284E1,5.179018906E1
1.547270358E1,-7.327575684E-1,1.272149086E1,-5.000125122E1,5.159940297E1
1.548274758E1,-6.718444824E-1,1.271626472E1,-4.998091125E1,5.157757510E1
1.549279158E1,-6.627502441E-1,1.272304058E1,-5.007946777E1,5.167463683E1
1.550283558E1,-6.689453125E-1,1.275354767E1,-5.020986938E1,5.180860401E1
1.551287958E1,-8.192443848E-1,1.280500984E1,-5.024111938E1,5.185373193E1
1.552292358E1,-8.686218262E-1,1.265922451E1,-5.021215820E1,5.179064877E1
1.553296758E1,-7.655944824E-1,1.256676579E1,-5.019944763E1,5.175417162E1
1.554301158E1,-7.180786133E-1,1.267250156E1,-5.014904785E1,5.173040627E1
1.555305558E1,-7.560119629E-1,1.272165394E1,-5.021881104E1,5.181062647E1
1.556309958E1,-6.374816895E-1,1.260112572E1,-5.039279175E1,5.194832252E1
1.557314358E1,-6.442260742E-1,1.253645420E1,-5.008374023E1,5.163292309E1
1.558318758E1,-8.362731934E-1,1.270768070E1,-5.018681335E1,5.177741531E1
1.559323158E1,-7.278137207E-1,1.268589592E1,-5.001754761E1,5.160636334E1
1.560327458E1,-7.031555176E-1,1.267401886E1,-5.011122131E1,5.169390373E1
1.561331858E1,-6.669921875E-1,1.263591480E1,-5.031669617E1,5.188334159E1
1.562336258E1,-6.637878418E-1,1.274013615E1,-5.028854370E1,5.188149295E1
1.563340658E1,-7.369079590E-1,1.275672054E1,-5.037367249E1,5.196906611E1
1.564345058E1,-7.563171387E-1,1.273146534E1,-5.028781128E1,5.187992086E1
1.565349458E1,-6.875610352E-1,1.279376888E1,-5.009616089E1,5.170859308E1
1.566353858E1,-5.155334473E-1,1.265700722E1,-5.005195618E1,5.163006802E1
1.567358258E1,-4.933166504E-1,1.265455341E1,-5.018621826E1,5.175942027E1
1.568362658E1,-5.815124512E-1,1.264568996E1,-5.026831055E1,5.183777268E1
1.569367058E1,-5.815124512E-1,1.264568996E1,-5.026831055E1,5.183777268E1
1.570371458E1,-5.305175781E-1,1.257314205E1,-5.022706604E1,5.177956656E1
1.571375858E1,-5.019836426E-1,1.260735798E1,-4.997708130E1,5.154518521E1
1.572380258E1,-4.918823242E-1,1.255983067E1,-5.008270264E1,5.163592159E1
1.573384558E1,-4.760131836E-1,1.258174801E1,-5.016365051E1,5.171961721E1
1.574388958E1,-4.862365723E-1,1.267328358E1,-5.004978943E1,5.163167598E1
1.575393358E1,-5.091247559E-1,1.261377525E1,-4.994491577E1,5.151563982E1
1.576397758E1,-5.474853516E-1,1.262993622E1,-5.007998657E1,5.165094466E1
1.577402158E1,-4.980773926E-1,1.252619457E1,-4.997779846E1,5.152605138E1
1.578406558E1,-6.000976562E-1,1.256018925E1,-4.986593628E1,5.142693917E1
1.579410958E1,-6.253356934E-1,1.256524658E1,-4.995719910E1,5.151697010E1
1.580415358E1,-6.527099609E-1,1.262947464E1,-5.002146912E1,5.159531987E1
1.581419758E1,-5.752258301E-1,1.255205441E1,-4.995890808E1,5.151482749E1
1.582424158E1,-5.858764648E-1,1.253060436E1,-4.991134644E1,5.146359684E1
1.583428558E1,-5.698852539E-1,1.265666580E1,-5.013827515E1,5.171423975E1
1.584432958E1,-6.092529297E-1,1.276215553E1,-5.005517578E1,5.166008542E1
1.585437358E1,-7.190551758E-1,1.258026600E1,-5.018836975E1,5.174603938E1
1.586441658E1,-6.861572266E-1,1.265198040E1,-5.004798889E1,5.162697562E1
1.587446058E1,-7.410278320E-1,1.263848591E1,-5.000321960E1,5.158102771E1
1.588450458E1,-5.741271973E-1,1.267406273E1,-5.002647400E1,5.161016943E1
1.589454858E1,-5.175476074E-1,1.269693851E1,-5.004313660E1,5.163134342E1
1.590459258E1,-5.145263672E-1,1.266788483E1,-4.998738098E1,5.157012993E1
1.591463658E1,-5.183410645E-1,1.273458672E1,-5.015498352E1,5.174901688E1
1.592468058E1,-5.917968750E-1,1.268156910E1,-5.016619873E1,5.174765612E1
1.593472458E1,-5.935363770E-1,1.268323612E1,-5.014555359E1,5.172807080E1
1.594476858E1,-5.047302246E-1,1.268965912E1,-5.015406799E1,5.173695717E1
1.595481258E1,-5.577392578E-1,1.278145695E1,-5.021621704E1,5.182031618E1
1.596485658E1,-5.331420898E-1,1.272069263E1,-5.023353577E1,5.182189091E1
1.597490058E1,-6.348571777E-1,1.266049862E1,-5.022702026E1,5.180197712E1
1.598494358E1,-6.671447754E-1,1.274144650E1,-5.026811218E1,5.186205398E1
1.599498758E1,-5.680847168E-1,1.261199951E1,-4.985977173E1,5.143327803E1
1.600503158E1,-6.116027832E-1,1.272182560E1,-5.027227783E1,5.186059027E1
1.601507558E1,-5.347900391E-1,1.267441177E1,-5.002964783E1,5.161290900E1
1.602511958E1,-5.034484863E-1,1.273656464E1,-4.994509888E1,5.154596435E1
1.603516358E1,-5.116882324E-1,1.272776127E1,-4.993150330E1,5.153069719E1
1.604520758E1,-5.418701172E-1,1.261916256E1,-4.998370361E1,5.155489806E1
1.605525158E1,-5.570983887E-1,1.276401329E1,-5.012062073E1,5.172337011E1
1.606529558E1,-5.311584473E-1,1.275046253E1,-5.007301331E1,5.167362079E1
1.607533958E1,-4.584655762E-1,1.277271652E1,-5.018824768E1,5.179008287E1
1.608538358E1,-4.810485840E-1,1.275659657E1,-4.988664246E1,5.149407014E1
1.609542758E1,-4.051513672E-1,1.272260094E1,-4.991891479E1,5.151627681E1
1.610547058E1,-4.219665527E-1,1.269666004E1,-4.983273315E1,5.142649634E1
1.611551458E1,-4.459533691E-1,1.256454086E1,-4.998489380E1,5.154179052E1
1.612555858E1,-5.202026367E-1,1.264714527E1,-4.991667175E1,5.149655341E1
1.613560258E1,-4.868774414E-1,1.261985207E1,-4.990084839E1,5.147419145E1
1.614564658E1,-4.875488281E-1,1.256268883E1,-4.997462463E1,5.153175683E1
1.615569058E1,-4.749450684E-1,1.253077698E1,-5.003965759E1,5.158694870E1
1.616573458E1,-5.265197754E-1,1.255806732E1,-4.993901062E1,5.149647619E1
1.617577858E1,-3.385314941E-1,1.258432579E1,-4.989523315E1,5.145885882E1
1.618582258E1,-3.901977539E-1,1.266630077E1,-4.996090698E1,5.154298843E1
