"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.433076375E0,-6.273803711E-1,1.272054100E1,-5.025798035E1,5.184660411E1
6.443120583E0,-5.979003906E-1,1.272320461E1,-5.045516968E1,5.203807806E1
6.453164583E0,-6.481018066E-1,1.279001522E1,-5.049349976E1,5.209220712E1
6.463208583E0,-5.939941406E-1,1.279243755E1,-5.040985107E1,5.201107933E1
6.473252583E0,-5.570983887E-1,1.272084141E1,-5.031144714E1,5.189770591E1
6.483296583E0,-6.048583984E-1,1.271323872E1,-5.032872009E1,5.191312318E1
6.493340583E0,-5.632019043E-1,1.272595215E1,-5.041369629E1,5.199815216E1
6.503385583E0,-3.777770996E-1,1.273169899E1,-5.031733704E1,5.190446302E1
6.513429583E0,-4.702453613E-1,1.271852207E1,-5.028881836E1,5.187434035E1
6.523473583E0,-4.995117188E-1,1.276379585E1,-5.057925415E1,5.216727851E1
6.533517583E0,-5.333862305E-1,1.263343048E1,-5.031402588E1,5.187860124E1
6.543561583E0,-5.323486328E-1,1.266576385E1,-5.030952454E1,5.188210894E1
6.553605583E0,-3.836669922E-1,1.260939407E1,-5.035720825E1,5.191331662E1
6.563650583E0,-4.935607910E-1,1.267821121E1,-5.028598022E1,5.186193642E1
6.573694583E0,-4.887390137E-1,1.271464062E1,-5.044276428E1,5.202281634E1
6.583738583E0,-5.043945312E-1,1.278817940E1,-5.033848572E1,5.193991808E1
6.593782583E0,-5.294189453E-1,1.272021008E1,-5.047505188E1,5.205588239E1
6.603826583E0,-4.608154297E-1,1.282552528E1,-5.018357849E1,5.179862932E1
6.613870583E0,-4.191894531E-1,1.273438644E1,-5.005526733E1,5.165142888E1
6.623914583E0,-4.786071777E-1,1.266335297E1,-5.014851379E1,5.172487805E1
6.633959583E0,-4.291992188E-1,1.262860775E1,-5.024015808E1,5.180482053E1
6.644003583E0,-5.942993164E-1,1.271243191E1,-5.040106201E1,5.198294113E1
6.654047583E0,-5.830383301E-1,1.274036121E1,-5.021820068E1,5.181239637E1
6.664091583E0,-5.568237305E-1,1.271904469E1,-5.029162598E1,5.187804732E1
6.674135583E0,-5.283203125E-1,1.272804165E1,-5.024569702E1,5.183543417E1
6.684179583E0,-5.215454102E-1,1.269137001E1,-5.029035950E1,5.186967458E1
6.694223583E0,-4.380187988E-1,1.268765736E1,-5.047102356E1,5.204318139E1
6.704268583E0,-4.205322266E-1,1.266710472E1,-5.034895325E1,5.191964448E1
6.714312583E0,-4.981994629E-1,1.274047279E1,-5.023379517E1,5.182665363E1
6.724356583E0,-4.578857422E-1,1.275530624E1,-5.008830261E1,5.168893068E1
6.734400583E0,-4.757995605E-1,1.269516754E1,-5.035757446E1,5.193533450E1
6.744444583E0,-5.140380859E-1,1.272117996E1,-5.042973328E1,5.201202412E1
6.754488583E0,-5.144653320E-1,1.266441917E1,-5.057170105E1,5.213587186E1
6.764532583E0,-4.800109863E-1,1.270775700E1,-5.035437012E1,5.193534527E1
6.774576583E0,-5.094604492E-1,1.264909363E1,-5.054187012E1,5.210316453E1
6.784621583E0,-4.706115723E-1,1.259761906E1,-5.031152344E1,5.186685716E1
6.794665583E0,-4.085083008E-1,1.256008911E1,-5.046705627E1,5.200813866E1
6.804709583E0,-5.089721680E-1,1.273804665E1,-5.038943481E1,5.197703364E1
6.814753583E0,-4.459228516E-1,1.271724987E1,-5.033212280E1,5.191579603E1
6.824797583E0,-4.003906250E-1,1.257708645E1,-5.026794434E1,5.181900852E1
6.834841583E0,-4.499816895E-1,1.266040325E1,-5.046620178E1,5.203196918E1
6.844885583E0,-3.367004395E-1,1.272893715E1,-5.050668335E1,5.208708353E1
6.854930583E0,-3.941040039E-1,1.267649555E1,-5.037814331E1,5.195003543E1
6.864974583E0,-4.294738770E-1,1.266567421E1,-5.058580017E1,5.214908369E1
6.875018583E0,-3.922119141E-1,1.257773399E1,-5.034376526E1,5.189265770E1
6.885062583E0,-4.244384766E-1,1.266896534E1,-5.044474792E1,5.201303129E1
6.895106583E0,-5.036315918E-1,1.275562572E1,-5.039767456E1,5.198927999E1
6.905150583E0,-5.238342285E-1,1.276428699E1,-5.052778625E1,5.211773795E1
6.915194583E0,-5.277099609E-1,1.260317612E1,-5.042565918E1,5.197947316E1
6.925239583E0,-5.287475586E-1,1.266790104E1,-5.032809448E1,5.190060101E1
6.935283583E0,-5.722351074E-1,1.260817528E1,-5.057656860E1,5.212756304E1
6.945327583E0,-6.651000977E-1,1.263416386E1,-5.061373901E1,5.217101716E1
6.955371583E0,-4.488220215E-1,1.268892479E1,-5.053785706E1,5.210839903E1
6.965415583E0,-5.512695312E-1,1.271255493E1,-5.051042175E1,5.208853671E1
6.975459583E0,-5.350646973E-1,1.268226433E1,-5.062522888E1,5.219233586E1
6.985503583E0,-4.813232422E-1,1.268950462E1,-5.077992249E1,5.234363120E1
6.995547583E0,-4.956054688E-1,1.271724987E1,-5.054362488E1,5.212132083E1
7.005592583E0,-5.238037109E-1,1.267936516E1,-5.061592102E1,5.218248875E1
7.015636583E0,-5.671386719E-1,1.268580818E1,-5.058355713E1,5.215311714E1
7.025680583E0,-5.855102539E-1,1.261282349E1,-5.067478943E1,5.222413639E1
7.035724583E0,-5.334167480E-1,1.249201775E1,-5.021115112E1,5.174451409E1
7.045768583E0,-5.405883789E-1,1.261430168E1,-5.019766235E1,5.176116448E1
7.055812583E0,-4.262695312E-1,1.266583920E1,-5.026092529E1,5.183402164E1
7.065856583E0,-4.788513184E-1,1.273986816E1,-5.037570190E1,5.196388055E1
7.075901583E0,-5.042114258E-1,1.259104061E1,-5.017010498E1,5.172840580E1
7.085945583E0,-5.105285645E-1,1.267594147E1,-5.044386292E1,5.201464637E1
7.095989583E0,-5.247192383E-1,1.267326260E1,-5.030862427E1,5.188298942E1
7.106033583E0,-6.365356445E-1,1.274885750E1,-5.041696167E1,5.200777412E1
7.116077583E0,-6.365356445E-1,1.274885750E1,-5.041696167E1,5.200777412E1
7.126121583E0,-6.066894531E-1,1.273166466E1,-5.035514832E1,5.194327982E1
7.136165583E0,-6.414489746E-1,1.267725658E1,-5.046551514E1,5.203741451E1
7.146209583E0,-6.801452637E-1,1.262670898E1,-5.049345398E1,5.205271628E1
7.156254583E0,-6.021728516E-1,1.267156410E1,-5.064064026E1,5.220541729E1
7.166298583E0,-5.865783691E-1,1.276439953E1,-5.029217529E1,5.189004592E1
7.176342583E0,-7.143249512E-1,1.275668716E1,-5.005178833E1,5.165679861E1
7.186386583E0,-5.542602539E-1,1.272985458E1,-5.005844116E1,5.165466033E1
7.196430583E0,-5.878601074E-1,1.273959541E1,-5.012561035E1,5.172252588E1
7.206474583E0,-5.627441406E-1,1.267054081E1,-5.029428101E1,5.186881517E1
7.216518583E0,-6.249694824E-1,1.274646759E1,-5.030334473E1,5.189691237E1
7.226562583E0,-6.336059570E-1,1.276139641E1,-5.001214600E1,5.161849903E1
7.236607583E0,-6.745300293E-1,1.272420788E1,-5.027757263E1,5.186708751E1
7.246651583E0,-5.508422852E-1,1.267176151E1,-5.033972168E1,5.191304793E1
7.256695583E0,-5.389099121E-1,1.276756668E1,-5.044139099E1,5.203494122E1
7.266739583E0,-5.534362793E-1,1.263739204E1,-5.051374817E1,5.207349348E1
7.276783583E0,-5.969238281E-1,1.254829597E1,-5.046815491E1,5.200817926E1
7.286827583E0,-5.535278320E-1,1.266538048E1,-5.036026001E1,5.193143599E1
7.296871583E0,-6.051635742E-1,1.256759930E1,-5.022724915E1,5.177921718E1
7.306915583E0,-5.726318359E-1,1.256550026E1,-5.049945068E1,5.204242715E1
7.316960583E0,-4.981994629E-1,1.261829281E1,-5.037542725E1,5.193412353E1
7.327004583E0,-5.599975586E-1,1.269703484E1,-5.037828064E1,5.195670747E1
7.337048583E0,-6.344299316E-1,1.267897987E1,-5.020486450E1,5.178501184E1
7.347092583E0,-5.132446289E-1,1.256963730E1,-5.017982483E1,5.173271713E1
7.357136583E0,-4.492797852E-1,1.249569416E1,-5.024356079E1,5.177605263E1
7.367180583E0,-5.659790039E-1,1.261005116E1,-5.026229858E1,5.182308734E1
7.377224583E0,-6.612243652E-1,1.266379642E1,-5.014912415E1,5.172759041E1
7.387268583E0,-6.315002441E-1,1.259548759E1,-5.033984375E1,5.189551974E1
7.397313583E0,-4.728393555E-1,1.260975456E1,-5.032446289E1,5.188237709E1
7.407357583E0,-4.443664551E-1,1.259749603E1,-5.013882446E1,5.169909174E1
7.417401583E0,-5.535583496E-1,1.266010380E1,-5.018368530E1,5.175893088E1
7.427445583E0,-6.142578125E-1,1.266649342E1,-5.030780029E1,5.188152020E1
7.437489583E0,-4.706115723E-1,1.266002655E1,-5.016146851E1,5.173655062E1
7.447533458E0,-5.532531738E-1,1.267204952E1,-5.030816650E1,5.188254567E1
7.457577458E0,-4.496459961E-1,1.275378227E1,-5.049404907E1,5.208176394E1
7.467621458E0,-4.800415039E-1,1.268377781E1,-5.029963684E1,5.187641204E1
7.477666458E0,-5.481872559E-1,1.269671154E1,-5.020388794E1,5.178742470E1
7.487710458E0,-4.988708496E-1,1.266545010E1,-5.030406189E1,5.187640254E1
7.497754458E0,-4.903869629E-1,1.273911095E1,-5.047821045E1,5.206318428E1
7.507798458E0,-5.784301758E-1,1.272572231E1,-5.028092957E1,5.186955242E1
7.517842458E0,-5.584716797E-1,1.277649212E1,-5.018420410E1,5.178807761E1
7.527886458E0,-4.613952637E-1,1.270192146E1,-5.028167725E1,5.186326987E1
7.537930458E0,-4.914550781E-1,1.268602467E1,-5.016622925E1,5.174772755E1
7.547974458E0,-5.027770996E-1,1.271105003E1,-4.998966980E1,5.158285243E1
7.558018458E0,-4.946594238E-1,1.272231007E1,-5.013706970E1,5.172840245E1
7.568063458E0,-5.659790039E-1,1.268340111E1,-5.015345764E1,5.173546472E1
7.578107458E0,-5.754394531E-1,1.269044781E1,-5.018299866E1,5.176593427E1
7.588151458E0,-5.234680176E-1,1.261168575E1,-5.010234070E1,5.166791248E1
7.598195458E0,-5.255737305E-1,1.265950298E1,-5.009426880E1,5.167180092E1
7.608239458E0,-5.705871582E-1,1.269253159E1,-5.017187500E1,5.175560809E1
7.618283458E0,-5.223693848E-1,1.278484917E1,-5.035496521E1,5.195524766E1
7.628327458E0,-6.221923828E-1,1.271861076E1,-5.046887207E1,5.205052575E1
7.638371458E0,-5.478210449E-1,1.276484013E1,-5.058551025E1,5.217408455E1
7.648416458E0,-5.598144531E-1,1.273556709E1,-5.027949524E1,5.187037404E1
7.658460458E0,-6.692199707E-1,1.270680046E1,-5.023030090E1,5.181692544E1
7.668504458E0,-5.445861816E-1,1.273629570E1,-5.046156311E1,5.204689380E1
7.678548458E0,-4.728698730E-1,1.270025063E1,-5.036033630E1,5.193922838E1
7.688592458E0,-5.305175781E-1,1.271324348E1,-5.027502441E1,5.186025539E1
7.698636458E0,-4.191894531E-1,1.276627445E1,-5.027879333E1,5.187591486E1
7.708680458E0,-4.887390137E-1,1.281242275E1,-5.041912842E1,5.202389406E1
7.718724458E0,-4.215087891E-1,1.275517082E1,-5.023562622E1,5.183136304E1
7.728768458E0,-4.454345703E-1,1.270993805E1,-5.027575684E1,5.185935463E1
7.738813458E0,-5.223999023E-1,1.269869041E1,-5.027711487E1,5.185863399E1
7.748857458E0,-5.099487305E-1,1.267776203E1,-5.020510864E1,5.178357492E1
7.758901458E0,-5.132141113E-1,1.281362629E1,-5.048939514E1,5.209252758E1
7.768945458E0,-4.167175293E-1,1.275217247E1,-5.033348083E1,5.192543547E1
7.778989458E0,-3.729553223E-1,1.277661037E1,-5.046299744E1,5.205665163E1
7.789033458E0,-3.184509277E-1,1.259854031E1,-5.046693420E1,5.201669037E1
7.799077458E0,-4.531860352E-1,1.272536469E1,-5.049424744E1,5.207503536E1
7.809121458E0,-5.777282715E-1,1.270189095E1,-5.038760376E1,5.196712823E1
7.819165458E0,-5.838928223E-1,1.268501472E1,-5.040197754E1,5.197701289E1
7.829210458E0,-5.487365723E-1,1.274581718E1,-5.042170715E1,5.201062891E1
7.839254458E0,-5.459594727E-1,1.260653210E1,-5.056468201E1,5.211535081E1
7.849298458E0,-4.801940918E-1,1.265194702E1,-5.066503906E1,5.222306514E1
7.859342458E0,-5.104064941E-1,1.270067692E1,-5.053602600E1,5.211005309E1
7.869386458E0,-4.262084961E-1,1.259712315E1,-5.039601135E1,5.194831206E1
7.879430458E0,-4.037170410E-1,1.273085594E1,-5.033227539E1,5.191893322E1
7.889474458E0,-4.905090332E-1,1.257435036E1,-5.044502258E1,5.199091449E1
7.899518458E0,-4.544677734E-1,1.254296112E1,-5.039840698E1,5.193776893E1
7.909562458E0,-5.468750000E-1,1.258527851E1,-5.033172607E1,5.188420720E1
7.919606458E0,-5.437622070E-1,1.271595764E1,-5.026605225E1,5.185236026E1
7.929651458E0,-5.886535645E-1,1.272020531E1,-5.001025391E1,5.160596508E1
7.939695458E0,-6.682739258E-1,1.274030972E1,-5.017863464E1,5.177506597E1
7.949739458E0,-5.939636230E-1,1.273410034E1,-5.015596008E1,5.175065638E1
7.959783458E0,-5.484313965E-1,1.277127075E1,-5.019866943E1,5.180070025E1
7.969827458E0,-5.484313965E-1,1.277127075E1,-5.019866943E1,5.180070025E1
7.979871458E0,-5.698852539E-1,1.283324242E1,-5.034413147E1,5.195717904E1
7.989915458E0,-5.513000488E-1,1.275915241E1,-5.023918152E1,5.183700668E1
7.999959458E0,-4.603576660E-1,1.270312405E1,-5.002648926E1,5.161618852E1
8.010003458E0,-4.883728027E-1,1.260518742E1,-5.011337280E1,5.167668131E1
8.020048458E0,-5.183410645E-1,1.278072262E1,-5.020484924E1,5.180871004E1
8.030092458E0,-4.967651367E-1,1.271185017E1,-5.020544434E1,5.179212827E1
8.040136458E0,-4.678039551E-1,1.271034718E1,-5.025892639E1,5.184333562E1
8.050180458E0,-4.988708496E-1,1.267535973E1,-5.023126221E1,5.180823602E1
8.060224458E0,-5.322570801E-1,1.267442894E1,-5.022326660E1,5.180058836E1
8.070268458E0,-4.099426270E-1,1.257662964E1,-5.033805847E1,5.188699063E1
8.080312458E0,-4.385986328E-1,1.258418465E1,-5.054039001E1,5.208536354E1
8.090356458E0,-4.390258789E-1,1.260016537E1,-5.028199768E1,5.183855902E1
8.100400458E0,-4.056091309E-1,1.267336464E1,-5.036288452E1,5.193456294E1
8.110444458E0,-4.180297852E-1,1.269765854E1,-5.046649170E1,5.204106134E1
8.120489458E0,-4.631652832E-1,1.267747879E1,-5.036000061E1,5.193325189E1
8.130533458E0,-3.159484863E-1,1.268356895E1,-5.016023254E1,5.173994273E1
8.140577458E0,-3.547058105E-1,1.276835060E1,-5.023953247E1,5.183789363E1
8.150621458E0,-4.020080566E-1,1.275838947E1,-5.051055908E1,5.209850949E1
8.160665458E0,-4.168395996E-1,1.270655251E1,-5.024621582E1,5.182964823E1
8.170709458E0,-5.194396973E-1,1.269534683E1,-5.024546814E1,5.182710408E1
8.180753458E0,-5.970153809E-1,1.263802528E1,-5.045762634E1,5.201969018E1
8.190797458E0,-4.907531738E-1,1.262695122E1,-5.035017395E1,5.191166297E1
8.200841458E0,-5.527648926E-1,1.269982910E1,-5.040426636E1,5.198250932E1
8.210885458E0,-5.216064453E-1,1.266046715E1,-5.036996460E1,5.193931878E1
8.220930458E0,-4.698181152E-1,1.281872463E1,-5.042486572E1,5.203083233E1
8.230974458E0,-6.028442383E-1,1.281846428E1,-5.049085999E1,5.209609764E1
8.241018458E0,-5.926208496E-1,1.276138687E1,-5.049662781E1,5.208755719E1
8.251062458E0,-6.185302734E-1,1.277515030E1,-5.045739746E1,5.205320358E1
8.261106458E0,-4.705505371E-1,1.281598568E1,-5.051658630E1,5.211905984E1
8.271150458E0,-6.019592285E-1,1.275904465E1,-5.044929504E1,5.204120431E1
8.281194458E0,-6.034240723E-1,1.268889141E1,-5.063491821E1,5.220409015E1
8.291238458E0,-4.799194336E-1,1.271193409E1,-5.066445923E1,5.223706557E1
8.301282458E0,-6.671142578E-1,1.273068619E1,-5.070703125E1,5.228497328E1
8.311326458E0,-6.167297363E-1,1.271564293E1,-5.074816895E1,5.232059424E1
8.321370458E0,-6.415100098E-1,1.262799549E1,-5.050558472E1,5.206430536E1
8.331415458E0,-7.290039062E-1,1.267826176E1,-5.048722839E1,5.205986937E1
8.341459458E0,-6.083984375E-1,1.266455746E1,-5.039852905E1,5.196896088E1
8.351503458E0,-6.019897461E-1,1.280366707E1,-5.043614197E1,5.203941486E1
8.361547458E0,-6.964721680E-1,1.277062416E1,-5.027088928E1,5.187230691E1
8.371591458E0,-5.673522949E-1,1.282563496E1,-5.038954163E1,5.199927601E1
8.381635458E0,-5.525207520E-1,1.280903530E1,-5.044821167E1,5.205188493E1
8.391679458E0,-5.689392090E-1,1.280301189E1,-5.062039185E1,5.221747673E1
8.401723458E0,-5.791931152E-1,1.280374241E1,-5.024917603E1,5.185798854E1
8.411767458E0,-6.195373535E-1,1.269662476E1,-5.046955872E1,5.204579199E1
8.421811458E0,-7.953491211E-1,1.272737694E1,-5.031930542E1,5.191002988E1
8.431856458E0,-7.509155273E-1,1.262272263E1,-5.039947510E1,5.196156359E1
8.441900458E0,-6.472167969E-1,1.268673801E1,-5.035760498E1,5.193515756E1
8.451944083E0,-5.300598145E-1,1.273115540E1,-5.035964966E1,5.194668031E1
8.461988083E0,-5.045776367E-1,1.270574474E1,-5.028916931E1,5.187187194E1
8.472032083E0,-5.147399902E-1,1.259781265E1,-5.046475220E1,5.201596923E1
8.482076083E0,-5.383911133E-1,1.276669216E1,-5.040144348E1,5.199599791E1
8.492120083E0,-6.098632812E-1,1.261335754E1,-5.070428467E1,5.225316455E1
8.502164083E0,-5.442504883E-1,1.274560642E1,-5.064309692E1,5.222518509E1
8.512208083E0,-6.147766113E-1,1.267703629E1,-5.057058716E1,5.213894403E1
8.522252083E0,-6.522521973E-1,1.271106243E1,-5.065374756E1,5.222833218E1
8.532296083E0,-6.343994141E-1,1.272345448E1,-5.052516174E1,5.210643651E1
8.542341083E0,-4.554748535E-1,1.251967525E1,-5.063525391E1,5.216204237E1
8.552385083E0,-5.416564941E-1,1.256735516E1,-5.037011719E1,5.191705416E1
8.562429083E0,-5.453491211E-1,1.254299259E1,-5.049343872E1,5.203086990E1
8.572473083E0,-5.399780273E-1,1.244854546E1,-5.060211182E1,5.211364102E1
8.582517083E0,-4.981079102E-1,1.255063725E1,-5.055717468E1,5.209409293E1
8.592561083E0,-5.242614746E-1,1.247958279E1,-5.060304260E1,5.212180693E1
8.602605083E0,-5.820007324E-1,1.253335953E1,-5.061575317E1,5.214765858E1
8.612649083E0,-5.668029785E-1,1.260033035E1,-5.052983093E1,5.208025926E1
8.622693083E0,-5.927734375E-1,1.257428646E1,-5.031436157E1,5.186520067E1
8.632737083E0,-5.386047363E-1,1.256079388E1,-5.046336365E1,5.200591032E1
8.642781083E0,-5.639953613E-1,1.252137852E1,-5.058764648E1,5.211730027E1
8.652825083E0,-5.582580566E-1,1.257461929E1,-5.055490112E1,5.209827953E1
8.662870083E0,-6.440429688E-1,1.256585503E1,-5.053001404E1,5.207300474E1
8.672914083E0,-5.980224609E-1,1.258466911E1,-5.065530396E1,5.219857609E1
8.682958083E0,-7.428588867E-1,1.266411018E1,-5.065818787E1,5.222244272E1
8.693002083E0,-6.839599609E-1,1.263665962E1,-5.061897278E1,5.217694292E1
8.703046083E0,-5.560302734E-1,1.271976566E1,-5.051466370E1,5.209446090E1
8.713090083E0,-6.040954590E-1,1.267796612E1,-5.039448547E1,5.196825880E1
8.723134083E0,-5.403747559E-1,1.265721703E1,-5.039576721E1,5.196374217E1
8.733178083E0,-5.392456055E-1,1.267112446E1,-5.031872559E1,5.189241106E1
8.743222083E0,-5.245666504E-1,1.264837074E1,-5.053030396E1,5.209191943E1
8.753266083E0,-4.370727539E-1,1.257999039E1,-5.021554565E1,5.176918211E1
8.763310083E0,-5.071105957E-1,1.260591698E1,-5.019766235E1,5.175878292E1
8.773354083E0,-4.195556641E-1,1.267997074E1,-5.027162170E1,5.184779295E1
8.783399083E0,-5.158386230E-1,1.267729473E1,-5.041090393E1,5.198306576E1
8.793443083E0,-5.022888184E-1,1.273190975E1,-5.020426941E1,5.179596979E1
8.803487083E0,-5.697326660E-1,1.266558361E1,-5.023893738E1,5.181401772E1
8.813531083E0,-5.005493164E-1,1.252190399E1,-5.046266174E1,5.199546960E1
8.823575083E0,-5.671997070E-1,1.261022377E1,-5.051176453E1,5.206513051E1
8.833619083E0,-5.671997070E-1,1.261022377E1,-5.051176453E1,5.206513051E1
8.843663083E0,-5.201416016E-1,1.262225056E1,-5.029324341E1,5.185558879E1
8.853707083E0,-5.403442383E-1,1.262056446E1,-5.025508118E1,5.181837322E1
8.863751083E0,-5.289611816E-1,1.254666424E1,-5.043777466E1,5.197756916E1
8.873795083E0,-6.397705078E-1,1.256766891E1,-5.051020813E1,5.205417114E1
8.883839083E0,-6.386718750E-1,1.257420349E1,-5.063691711E1,5.217869172E1
8.893883083E0,-5.382995605E-1,1.259337616E1,-5.046649170E1,5.201682107E1
8.903928083E0,-6.153259277E-1,1.265609837E1,-5.010021973E1,5.167772701E1
8.913972083E0,-6.665954590E-1,1.264087582E1,-4.999215698E1,5.156987348E1
8.924016083E0,-6.081237793E-1,1.269429111E1,-5.026631165E1,5.184801759E1
8.934060083E0,-5.371398926E-1,1.266693211E1,-5.015406799E1,5.173171391E1
8.944104083E0,-6.377868652E-1,1.274656105E1,-5.008451843E1,5.168501308E1
8.954148083E0,-5.986633301E-1,1.268477821E1,-5.016960144E1,5.175182030E1
8.964192083E0,-5.323791504E-1,1.265390873E1,-5.029675293E1,5.186683130E1
8.974236083E0,-6.500549316E-1,1.263073635E1,-5.022515869E1,5.179309450E1
8.984280083E0,-7.922668457E-1,1.263701057E1,-5.028637695E1,5.185596812E1
8.994324083E0,-7.974243164E-1,1.268522263E1,-5.034507751E1,5.192473003E1
9.004368083E0,-7.134399414E-1,1.263841438E1,-5.046374512E1,5.202718603E1
9.014412083E0,-6.260986328E-1,1.268720436E1,-5.036885071E1,5.194591683E1
9.024456083E0,-6.513671875E-1,1.268530655E1,-5.019396973E1,5.177620958E1
9.034501083E0,-6.444396973E-1,1.278216934E1,-5.030554199E1,5.190806017E1
9.044545083E0,-7.670593262E-1,1.268633270E1,-5.030737305E1,5.188798705E1
9.054589083E0,-7.058105469E-1,1.279235172E1,-5.016474915E1,5.177494073E1
9.064633083E0,-6.015014648E-1,1.275020695E1,-5.040132141E1,5.199252621E1
9.074677083E0,-7.509765625E-1,1.279200649E1,-5.017175293E1,5.178227677E1
9.084721083E0,-6.163330078E-1,1.290645885E1,-5.030276489E1,5.193577478E1
9.094765083E0,-6.442565918E-1,1.260358429E1,-5.017156982E1,5.173443555E1
9.104809083E0,-6.434631348E-1,1.275279808E1,-5.033595276E1,5.193029986E1
9.114853083E0,-6.823120117E-1,1.276213551E1,-5.017562866E1,5.177771107E1
9.124897083E0,-6.482849121E-1,1.281919861E1,-5.000190735E1,5.162308461E1
9.134941083E0,-7.457580566E-1,1.282734966E1,-5.018353271E1,5.180235526E1
9.144985083E0,-8.761596680E-1,1.284169960E1,-5.032968140E1,5.194953064E1
9.155029083E0,-8.354797363E-1,1.285743046E1,-5.029460144E1,5.191876807E1
9.165074083E0,-8.423767090E-1,1.273883057E1,-5.017391968E1,5.177267251E1
9.175118083E0,-7.698059082E-1,1.292529488E1,-5.035700989E1,5.199504105E1
9.185162083E0,-7.914733887E-1,1.285262299E1,-5.040014648E1,5.201914180E1
9.195206083E0,-7.760925293E-1,1.279121208E1,-5.022856140E1,5.183749422E1
9.205250083E0,-7.287597656E-1,1.290761852E1,-5.030532837E1,5.194000163E1
9.215294083E0,-7.379455566E-1,1.282391548E1,-5.037196350E1,5.198395982E1
9.225338083E0,-6.782226562E-1,1.268347740E1,-5.023571777E1,5.181657964E1
9.235382083E0,-6.317749023E-1,1.279688740E1,-5.037355042E1,5.197743787E1
9.245426083E0,-6.411437988E-1,1.281740856E1,-5.046026611E1,5.206664464E1
9.255470083E0,-6.136779785E-1,1.280758476E1,-5.024964905E1,5.185979230E1
9.265514083E0,-6.705627441E-1,1.278851318E1,-5.030181885E1,5.190634550E1
9.275558083E0,-7.077941895E-1,1.276077271E1,-5.040263367E1,5.199772854E1
9.285602083E0,-6.735534668E-1,1.270929050E1,-5.039006042E1,5.197247280E1
9.295646083E0,-8.192749023E-1,1.275896549E1,-5.036557007E1,5.196299703E1
9.305691083E0,-7.254943848E-1,1.290626812E1,-5.040113831E1,5.203242106E1
9.315735083E0,-6.971130371E-1,1.286825371E1,-5.047087097E1,5.209017889E1
9.325779083E0,-7.836608887E-1,1.286749649E1,-5.030429077E1,5.192983979E1
9.335823083E0,-8.167724609E-1,1.291942024E1,-5.046470642E1,5.209860968E1
9.345867083E0,-7.362060547E-1,1.295034218E1,-5.037185669E1,5.201516421E1
9.355911083E0,-8.943786621E-1,1.281034756E1,-5.040827942E1,5.201826171E1
9.365955083E0,-6.469421387E-1,1.282102299E1,-5.011911011E1,5.173705019E1
9.375999083E0,-6.394348145E-1,1.279730606E1,-5.010270691E1,5.171519273E1
9.386043083E0,-6.132507324E-1,1.283285522E1,-5.018649292E1,5.180484843E1
9.396087083E0,-7.176513672E-1,1.290017319E1,-5.032655334E1,5.195855525E1
9.406131083E0,-6.988220215E-1,1.302435493E1,-5.029119873E1,5.195504637E1
9.416175083E0,-7.140197754E-1,1.295350742E1,-5.072032166E1,5.235316808E1
9.426219083E0,-7.514953613E-1,1.280205727E1,-5.053436279E1,5.213616056E1
9.436263083E0,-8.544616699E-1,1.288131046E1,-5.052659607E1,5.214973801E1
9.446307625E0,-9.048461914E-1,1.280730343E1,-5.048324585E1,5.209034344E1
9.456351625E0,-7.589416504E-1,1.273203182E1,-5.050984192E1,5.209534295E1
9.466396625E0,-5.957336426E-1,1.268147373E1,-5.030566406E1,5.188289228E1
9.476440625E0,-6.315002441E-1,1.269831467E1,-5.047157288E1,5.204830119E1
9.486484625E0,-6.305541992E-1,1.274038601E1,-5.019102478E1,5.178661992E1
9.496528625E0,-7.097778320E-1,1.270405674E1,-5.007582092E1,5.166705607E1
9.506572625E0,-6.957092285E-1,1.274394131E1,-5.036686707E1,5.195876586E1
9.516616625E0,-7.443542480E-1,1.268941498E1,-5.040785217E1,5.198583342E1
9.526660625E0,-7.523498535E-1,1.282598877E1,-5.005557251E1,5.167816132E1
9.536704625E0,-8.388366699E-1,1.285506725E1,-5.018557739E1,5.181262953E1
9.546748625E0,-7.845764160E-1,1.279068661E1,-4.995468140E1,5.157215739E1
9.556792625E0,-7.333068848E-1,1.292937946E1,-5.030668640E1,5.194679287E1
9.566836625E0,-8.826293945E-1,1.284967136E1,-5.012176514E1,5.175021188E1
9.576880625E0,-9.021301270E-1,1.304414845E1,-5.017726135E1,5.185288039E1
9.586924625E0,-8.919677734E-1,1.302230072E1,-5.017625427E1,5.184623820E1
9.596968625E0,-8.064575195E-1,1.316187668E1,-4.992362976E1,5.163578391E1
9.607012625E0,-8.215942383E-1,1.292771912E1,-5.021493530E1,5.185885330E1
9.617056625E0,-8.672180176E-1,1.290094090E1,-5.023658752E1,5.187389584E1
9.627100625E0,-9.528198242E-1,1.300492477E1,-5.041990662E1,5.207881448E1
9.637145625E0,-7.508850098E-1,1.290446663E1,-5.009284973E1,5.173376732E1
9.647189625E0,-8.538513184E-1,1.294535542E1,-5.035571289E1,5.200008759E1
9.657233625E0,-8.551635742E-1,1.301269722E1,-5.048417664E1,5.214128579E1
9.667277625E0,-7.856140137E-1,1.296396542E1,-5.032553101E1,5.197442313E1
9.677321625E0,-7.837829590E-1,1.284517097E1,-5.015953064E1,5.178408295E1
